Dist|GV|Vcmb
114.82|8697|8166
130.02|9041|8743
145.21|10258|9879
106.66|6561|6050
106.17|7755|7287
51.29|3256|3175
78.34|7201|6670
77.98|5850|5390
58.34|3997|3502
76.21|5202|4674
128.82|6801|6275
134.9|10593|10063
172.19|10587|10462
130.02|7586|7065
124.17|11709|11249
141.25|12047|11586
139.32|11765|11305
220.8|11936|11525
151.36|12513|12103
152.05|13195|12785
152.05|12913|12503
166.72|11593|11183
207.01|13634|13227
178.65|14233|13826
133.66|9436|9332
92.9|7208|7096
91.2|7130|7018
80.17|8425|8316
120.78|6533|6423
83.56|6769|6659
114.82|7308|7201
109.65|7222|7113
99.54|6984|6874
98.17|8327|8217
149.28|7015|6905
105.2|7402|7292
190.55|14055|13663
201.37|13363|12974
199.53|13627|13238
186.21|13447|13059
183.65|13378|12990
172.98|11883|11496
202.3|14107|13722
50.35|5353|4985
59.7|6358|5992
70.15|5640|5277
70.15|4904|4512
174.58|14960|14639
173.78|14118|13799
174.58|15129|14810
173.78|14245|13926
172.98|13780|13461
107.15|7439|7372
105.68|7812|7745
93.33|7613|7383
63.1|7844|7616
174.58|11187|10962
67.3|6225|5997
122.46|7600|7378
107.15|7357|7134
72.78|8367|8143
91.2|8280|8060
90.36|7230|7007
89.54|6858|6639
194.09|12583|12766
215.77|15583|15768
154.17|12705|12892
149.97|9284|9350
93.33|8663|8741
133.05|8123|8199
101.39|8555|8633
135.52|8763|8841
120.23|6606|6685
130.02|8560|8639
113.76|8051|8130
113.76|8673|8752
124.74|8598|8677
112.2|7671|7750
97.27|7815|7894
103.28|9281|9360
157.76|9856|9935
112.72|8333|8413
119.67|8586|8665
109.65|8618|8698
110.15|8066|8146
107.15|9027|9107
142.56|9935|10015
92.9|11532|11783
133.05|12422|12674
235.5|12385|12637
199.53|11819|12076
187.93|12795|13095
149.28|10661|10970
136.77|10815|11129
107.15|8564|8880
79.8|7591|7902
90.36|8128|8440
70.15|7583|7897
114.29|8230|8543
106.66|7005|7319
304.79|15946|16461
219.79|13074|13595
174.58|13361|13881
240.99|12677|13197
221.82|17160|17682
272.9|15165|15686
304.79|18847|19369
82.04|5726|6263
165.96|11134|11641
162.93|10443|10950
213.8|11621|12128
232.27|11415|11921
188.8|11683|12189
153.46|11871|12379
209.89|11986|12493
180.3|11237|11744
159.22|12197|12704
175.39|12390|12897
149.28|11713|12220
166.72|12043|12550
150.66|10258|10719
152.76|12637|13143
189.67|11222|11684
155.6|11315|11652
130.02|6594|6852
225.94|12830|13293
82.04|7336|7588
178.65|12436|12899
191.43|13830|14291
80.17|7818|8074
125.31|7683|7933
75.86|8256|8510
94.19|7114|7367
55.98|8968|9218
150.66|9928|10366
188.8|12686|13123
90.36|9996|10433
157.76|9764|10201
158.49|10716|11153
116.41|10958|11391
120.23|10783|11215
152.76|15415|15847
149.28|10430|10861
179.47|10480|10911
114.29|12057|12463
172.19|11945|12087
214.78|13573|13712
231.21|13799|13935
204.17|13296|13432
300.61|21255|21383
200.45|16726|16852
201.37|17643|17765
199.53|16564|16685
207.97|13770|13912
229.09|13986|14128
193.2|13785|13924
207.01|12953|13092
207.01|13256|13395
207.97|13640|13779
232.27|13539|13678
130.02|13381|13515
158.49|9323|9439
143.88|9602|9714
159.96|10125|10236
158.49|10260|10371
230.14|9362|9473
110.15|9788|9900
145.88|9160|9272
292.42|23045|23156
284.45|19808|19567
188.8|18939|18696
255.86|16301|16057
154.17|14534|14432
180.3|14569|14466
132.43|9548|9440
148.59|12437|12338
191.43|14456|14349
183.65|12740|12643
146.55|12683|12584
200.45|12602|12504
186.21|14148|14046
179.47|14324|14223
223.87|12512|12413
213.8|14719|14609
128.82|15261|15150
219.79|14773|14664
183.65|13059|12960
300.61|19807|19697
162.93|12029|11696
145.88|12048|11716
157.04|11671|11331
115.88|12356|12019
163.68|11739|11187
326.59|22443|21894
125.31|11678|11130
187.07|12529|11981
187.07|12717|12169
188.8|13548|13001
119.67|10430|9885
173.78|8941|8396
131.83|9534|8989
159.96|9760|9216
137.4|10319|9775
121.9|8302|7758
157.76|10104|9560
149.97|8720|8176
137.4|9785|9241
141.25|9213|8668
123.03|9960|9415
144.54|9176|8632
101.86|9866|9322
112.2|9461|8917
196.79|10138|9594
127.06|8202|7657
132.43|9195|8651
104.71|11301|10757
175.39|12045|11525
159.22|12721|12201
163.68|12517|11997
244.34|12113|11593
181.13|13735|13216
168.27|12505|11986
181.13|12425|11905
179.47|11902|11382
207.01|14945|14622
80.17|8036|7715
220.8|16828|16506
134.9|8042|7720
100|10106|9784
90.78|8817|8497
152.76|8388|8066
145.88|8384|8062
128.82|7520|7198
158.49|9669|9347
118.03|8253|7931
121.9|9580|9260
72.78|8196|7874
120.78|9575|9255
97.72|9709|9387
136.14|9850|9530
102.8|9295|8975
116.41|10332|10011
109.65|10421|10100
155.6|10219|9898
154.88|9726|9407
43.45|2780|3005
201.37|9316|9171
81.28|4106|4507
45.71|3843|4233
40.93|4046|4436
61.66|3765|4151
39.45|3983|4362
66.99|3877|4261
47.64|4226|3683
8.83|388|761
9.29|408|782
81.66|5160|5395
180.3|11280|11566
91.2|7318|6769
105.2|10306|10157
58.34|3884|4449
62.52|3415|3980
80.17|4248|4813
238.78|15147|15066
0.09|59|581
207.01|14928|15363
162.18|14809|15244
144.54|14830|15265
267.92|13379|13814
175.39|12705|13139
190.55|13066|13500
153.46|13957|14390
78.7|4663|5186
126.47|8630|8066
87.1|5726|5354
61.09|6760|6472
105.68|7939|7768
139.96|9492|9320
64.27|4618|5019
60.53|4030|4420
44.87|3966|4351
43.05|4054|4439
74.82|5079|5463
57.02|4370|4753
53.7|4553|4932
50.82|4307|4684
16.75|2150|2043
75.51|5149|4630
97.72|5182|4703
72.78|4660|4235
136.14|9245|8781
200.45|20449|20014
204.17|16369|15939
51.76|4169|3760
81.28|5921|5515
108.64|6312|5995
125.89|9121|8773
111.69|7959|7680
93.76|6651|6497
238.78|10065|9906
90.36|6392|6241
73.79|4347|4378
108.64|7284|7448
147.91|8097|8295
108.64|6799|7035
135.52|8523|8705
219.79|13603|13874
74.82|5274|5488
96.83|6043|6231
226.99|11201|11519
55.72|4617|4940
119.67|7590|7857
196.79|8587|8935
266.69|16729|16981
200.45|9097|9386
108.14|6629|6944
139.96|7389|7692
115.35|5772|6212
141.25|7576|7950
87.5|4219|4642
251.19|11700|11992
95.5|7064|7436
99.08|6580|6881
185.35|11393|11677
114.82|9921|10396
108.14|6278|6617
150.66|10971|11428
94.19|3199|3667
114.29|6212|6661
149.97|6897|7249
222.84|9337|9615
87.9|7616|8009
162.93|7530|7928
31.05|1215|1533
112.2|6761|7017
175.39|11382|11523
184.5|9954|10115
198.61|13084|13158
161.44|10913|10947
186.21|10488|10450
248.89|10701|10684
120.78|9210|9180
311.89|19022|18873
87.1|4600|4444
77.27|5320|5084
86.7|6812|6254
109.14|9987|9442
114.82|8146|7602
193.2|11482|10930
121.34|7845|7284
83.95|6089|5557
67.92|7365|6823
80.54|7340|6800
115.88|9824|9778
172.98|10295|10667
155.6|11384|11046
138.04|7634|7261
107.65|8472|8256
161.44|10001|9842
135.52|8325|8621
92.9|7426|7869
186.21|13698|14069
124.17|9121|8612
48.08|3635|3105
197.7|11446|10988
194.98|10323|10642
102.8|6735|7122
157.04|10135|9751
70.79|6438|6886
285.76|17381|16992
114.82|7048|6939
76.56|7930|7821
207.01|13145|13281
42.66|4582|4663
108.14|8095|8349
85.9|8184|7790
108.14|9404|8858
122.46|8935|8392
157.04|11026|10482
126.47|9465|8921
77.27|6341|6163
245.47|11502|11164
91.2|8434|8676
145.21|13313|12921
136.77|9608|9226
116.95|9032|8654
197.7|13943|14272
152.76|15208|15536
186.21|10533|10818
165.2|10412|10697
181.97|10811|11099
147.91|12494|12510
157.04|11673|11155
159.96|14599|14195
160.69|14782|14379
159.96|14210|13806
118.58|9132|8825
135.52|13750|13279
173.78|13133|12727
132.43|11519|11079
133.05|12539|12096
134.28|13707|13270
233.35|15309|14996
154.88|11645|11333
139.32|10799|10449
130.62|10297|9970
131.83|9308|8979
100.93|8334|8020
124.74|9451|9193
125.31|10089|9829
238.78|16891|16634
89.13|8637|8475
285.76|20293|20222
283.14|19426|19355
284.45|20025|19952
285.76|20255|20183
170.61|12112|12209
168.27|10237|10336
168.27|10217|10316
169.82|11505|11599
102.33|8946|8995
111.69|9413|9544
135.52|12458|12621
242.1|13903|14062
177.01|17863|18044
114.82|9369|9563
204.17|17514|17711
260.62|15677|15879
175.39|11884|12219
264.24|13269|13398
145.88|11437|11574
127.64|10106|10011
127.64|10111|10015
293.76|26977|26931
132.43|11990|11974
133.66|13491|13480
133.66|13029|13016
177.83|14433|14429
177.83|13909|13912
201.37|9929|9933
103.75|9646|9567
104.23|9847|9769
145.21|11722|11488
118.58|10705|10537
117.49|9884|9718
118.58|11132|10968
118.03|10137|9973
123.59|8701|8452
291.07|18402|18096
123.03|10016|9668
123.03|9972|9622
185.35|15615|15197
185.35|14925|14507
80.17|7866|7315
80.17|7741|7191
161.44|11534|10981
168.27|11755|11211
169.82|12774|12230
169.04|11984|11441
169.82|13367|12823
168.27|11871|11327
269.15|28194|27650
168.27|11964|11420
167.49|11223|10680
169.82|12718|12174
169.82|13058|12514
3.38|169|-7
168.27|11768|11224
169.82|12907|12363
169.82|12821|12277
270.4|15838|15796
244.34|16364|16325
288.4|17141|17103
266.69|16771|16733
148.59|13042|13058
125.89|10654|11062
135.52|11414|11820
128.82|12069|12476
157.76|11491|11896
103.75|8000|8436
198.61|14385|14821
232.27|14049|14485
120.78|12943|13379
153.46|14881|15315
189.67|13739|14173
217.77|15276|15710
207.01|15577|16011
224.91|12255|12690
141.25|12972|13406
200.45|14825|15259
245.47|15735|16169
337.29|14488|14921
215.77|13734|14167
134.28|14600|15033
190.55|13427|13859
136.14|13622|14053
202.3|15794|16225
147.23|13341|13771
165.2|14186|14616
190.55|13294|13723
97.27|12499|12924
141.25|11302|11297
92.47|8578|8528
59.7|6245|6769
47.64|5413|5937
59.7|5598|6121
101.39|5693|6216
299.23|18618|18820
239.88|15716|15919
94.19|7639|7586
112.72|8380|8329
76.91|8569|8516
130.02|9973|10111
149.97|10128|10267
152.05|9549|9688
115.35|8939|8832
288.4|19077|19111
119.67|9986|9670
89.54|10096|9783
130.02|12700|12384
142.56|9997|9683
101.39|12065|11747
171.4|11554|11153
47.42|3952|3966
163.68|16709|16978
220.8|13750|14027
121.34|6186|6559
168.27|13517|13970
165.96|9889|10343
145.21|9448|9912
79.8|9382|9846
141.25|9352|9816
145.88|9340|9804
83.56|6398|6770
172.98|9435|9289
246.6|15831|15592
245.47|17930|17689
252.35|16043|15799
71.12|5420|4944
152.76|9626|10059
125.31|11934|11621
168.27|11708|11392
74.47|7087|6846
89.54|7574|7339
106.17|10510|10247
128.82|10326|10070
66.68|7595|7373
66.07|5003|5330
165.2|9730|10065
219.79|10191|10530
78.7|6555|6957
89.95|6561|6962
106.66|9035|9187
331.13|13772|13893
161.44|10969|10972
134.28|10271|10275
172.19|11535|11534
178.65|8733|8728
140.6|10730|10724
132.43|9098|9084
159.96|10239|10233
236.59|13036|13022
263.03|12970|12956
134.9|9403|9384
98.63|6742|6662
92.47|6891|6804
191.43|11526|10977
113.24|11384|11509
121.9|6987|7051
244.34|16437|16588
243.22|16110|16263
243.22|16033|16186
132.43|11737|11982
131.83|11161|11406
131.83|11067|11312
131.83|11403|11649
131.83|11017|11265
371.54|26162|26659
67.92|5039|5510
207.01|10624|11052
187.07|11117|11524
160.69|11592|11999
81.66|6349|6703
162.93|12145|11968
133.05|11460|10937
5.62|332|-59
5.01|290|-94
4.23|-177|-27
3.56|109|-113
3.5|215|24
3.72|108|90
4.33|357|509
4.39|36|247
5.94|436|892
4.23|-177|267
5.01|-140|281
3.77|-165|241
3.5|-167|233
4.94|-135|272
3.82|-167|228
2.12|140|254
233.35|18768|18463
222.84|18101|17794
261.82|18006|17699
358.1|18411|18108
221.82|13147|12741
356.45|22855|22447
142.56|10284|10425
223.87|19062|18779
343.56|19047|18763
368.13|18737|18451
255.86|18695|18408
322.11|15956|15667
307.61|25547|25262
314.78|24732|24446
407.38|24628|24342
426.58|23968|23682
322.11|25452|25165
356.45|27640|27351
401.79|25606|25318
517.61|24941|24653
363.08|27576|27287
143.88|12250|11914
147.23|10473|10128
170.61|11389|11045
149.97|12277|11940
147.23|12824|12486
229.09|11222|10878
144.54|8949|8610
237.68|18250|17725
176.2|18446|17923
205.12|17976|17453
304.79|21155|20630
296.48|17937|17415
209.89|18414|17892
240.99|17942|17422
179.47|16936|16412
276.69|17088|16565
205.12|16188|15665
175.39|12895|12502
161.44|12576|12191
197.7|14487|14222
232.27|15265|15001
261.82|20367|20105
296.48|15346|15084
270.4|25206|24947
250.03|18943|18989
172.98|12453|12502
169.04|12045|12551
187.07|11749|12255
194.09|12896|13184
178.65|10820|11105
146.55|10787|11073
119.67|10250|10536
181.13|10491|10777
281.84|13661|13795
263.03|21389|21532
134.9|8499|7961
152.05|13204|12794
120.78|15610|15299
222.84|13351|13137
158.49|12687|12691
133.05|10215|10384
133.66|10277|10445
165.2|18215|17726
174.58|12967|13351
325.09|24046|24209
155.6|17913|17743
150.66|8512|8004
213.8|11483|11028
97.27|5107|4701
283.14|23950|23546
91.62|5964|5591
145.88|6738|6383
86.7|5011|4677
263.03|14952|14654
101.39|8007|8055
369.83|23152|23532
288.4|22708|23008
106.17|6261|6640
322.11|19380|19665
164.44|7060|7480
146.55|7991|8219
119.12|8324|8567
143.88|10550|10673
121.9|7765|7616
271.64|22697|22401
70.47|5224|4700
69.82|3019|2486
161.44|12886|12341
134.28|10383|9981
193.2|15059|15033
143.22|10321|10703
306.2|22401|22366
197.7|13287|13519
106.17|6812|6776
62.81|5186|5124
195.88|14104|14006
194.09|14584|14486
254.68|18217|18092
317.69|21648|22039
138.68|11570|11959
168.27|13402|13788
281.84|12189|12574
5.47|362|876
130.62|9040|8936
5.08|329|748
145.21|9404|9225
147.91|9140|8961
188.8|14163|13984
269.15|17359|17184
88.31|5694|5519
85.51|5845|5667
211.84|15907|15732
207.01|19395|19220
154.17|9122|8943
113.76|9515|9926
165.96|12038|11857
129.42|12074|12483
229.09|15970|16312
205.12|15343|15763
252.35|15340|15759
207.01|14494|15047
212.81|15255|15675
212.81|14759|15184
292.42|20454|21011
4.55|442|864
218.78|14991|15421
5.6|493|1036
149.97|10882|11285
255.86|17728|18205
221.82|17268|17744
322.11|22461|22936
250.03|16846|17321
82.79|6984|7338
179.47|9557|9992
138.04|7816|8168
73.79|6678|7032
92.04|6687|7058
65.16|4630|5058
169.82|13143|13707
16.75|1592|1525
131.22|10446|10694
133.05|12567|12815
284.45|20000|19928
284.45|19729|19658
285.76|20844|20773
133.66|10918|11077
242.1|14096|14254
287.08|21237|21166
287.08|21150|21079
284.45|19859|19786
133.66|10674|10832
239.88|13102|13260
242.1|14488|14644
242.1|14173|14327
243.22|14769|14921
243.22|14697|14849
99.54|9151|9304
100|9684|9836
98.63|9485|9636
97.27|7065|7217
122.46|7951|8380
244.34|16234|16385
173.78|13615|13767
244.34|16527|16678
141.25|8779|8930
172.98|13123|13271
172.98|13311|13461
112.2|9955|10083
299.23|23596|23557
203.24|16782|16911
96.83|10577|10695
95.5|8665|8772
95.94|8862|8977
185.35|15023|14606
170.61|16362|16474
95.94|9377|9483
168.27|10288|10391
169.04|10685|10788
169.04|10704|10807
74.47|9720|9578
283.14|20975|20662
235.5|16479|16166
232.27|14729|14416
211.84|12912|13184
234.42|15757|15443
235.5|16484|16169
39.45|2357|2627
212.81|11768|11371
80.17|7422|7939
281.84|15201|14815
155.6|12440|12129
299.23|17026|17157
229.09|15181|15552
154.88|12279|11967
265.46|28984|29313
154.88|11939|11627
155.6|12378|12067
154.88|12195|11883
155.6|12739|12428
156.31|13381|13068
320.63|22929|23452
254.68|17367|17695
170.61|15116|14641
109.65|6642|7066
198.61|13663|13286
302|15959|16496
124.74|10915|11429
104.71|9201|9714
252.35|17282|17783
107.65|5164|4852
76.56|5164|4852
244.34|18600|18638
143.88|15835|15329
226.99|14162|13842
210.86|14521|14202
438.53|21340|20945
55.98|3928|4323
378.44|27423|27021
206.06|15624|15221
194.98|13500|13093
192.31|13342|13863
279.25|20089|19960
369.83|20020|19621
197.7|14428|14947
235.5|13101|13619
220.8|16651|17148
152.05|13353|12942
297.85|24567|24998
337.29|23480|23099
67.3|5061|5128
358.1|22625|22402
177.83|13767|13254
252.35|18913|18502
272.9|19681|19286
66.07|4626|4231
120.23|9044|8535
136.14|9128|8619
197.7|15014|14510
65.16|5298|4913
172.19|12006|11600
219.79|13625|13221
132.43|9707|9180
87.9|5522|5111
155.6|11950|11422
189.67|13171|13600
165.2|15624|15762
145.88|11565|11703
155.6|11347|11497
157.04|12491|12639
212.81|23973|24121
84.72|9352|8856
202.3|12963|12473
149.97|7513|7935
169.04|12468|11938
181.13|10246|10380
154.88|12528|12665
98.17|5358|4895
159.96|10352|10477
132.43|10039|10164
116.95|8725|8418
140.6|10168|10284
164.44|9748|9861
154.17|10912|11030
162.18|11459|10939
296.48|19640|19122
152.05|12226|11721
85.9|4574|4035
105.68|9508|9134
212.81|12365|11827
258.23|19802|19525
107.15|8485|8725
69.18|6892|6558
181.97|16102|16277
88.72|9494|9956
313.33|24108|23558
87.9|5394|4875
138.68|10924|10447
147.91|9542|9922
79.8|7481|6929
202.3|13422|13541
143.22|9854|10309
242.1|13856|14301
332.66|19398|19796
152.76|11872|11325
98.17|8250|7694
169.82|12991|12447
89.95|7895|7339
119.12|12353|11810
83.18|8296|7739
169.04|12340|11797
106.66|9033|8625
172.98|13805|13262
182.81|13208|12664
190.55|12642|12098
154.88|12780|12237
159.22|11440|10896
169.82|12813|12269
168.27|11918|11374
169.82|13331|12787
169.04|12438|11894
199.53|16842|16378
200.45|12591|12585
196.79|13403|12859
113.24|12287|12280
152.05|10071|9704
127.64|11655|11110
118.58|10116|9912
255.86|20974|20429
209.89|13752|13315
154.88|12902|12907
201.37|12965|12420
245.47|16518|16084
133.66|12622|12185
213.8|18017|17580
180.3|12241|11696
170.61|12320|11881
160.69|11739|11726
181.13|12941|12504
140.6|10527|10518
177.01|11676|11679
133.05|12314|12299
131.22|10508|10494
196.79|12891|12880
133.66|13632|13619
130.02|13892|14031
169.82|11713|11689
161.44|11598|11047
146.55|11540|10987
267.92|22990|22437
90.78|8650|9054
190.55|8507|8728
86.7|9908|10295
149.97|10051|10437
104.71|5806|5296
77.98|6005|5495
162.93|11051|11379
124.74|9753|10138
114.82|9385|9770
148.59|9827|10211
72.44|6350|6733
62.23|6356|6738
413.05|26716|26692
136.14|9642|10024
114.29|9813|9488
140.6|9248|9621
152.05|10223|9889
158.49|9705|9648
158.49|9841|9784
125.31|12649|12611
196.79|12634|12081
114.29|8779|8973
292.42|26476|26430
292.42|26200|26154
291.07|25858|25812
284.45|21778|21730
293.76|27367|27321
77.98|6952|6403
121.34|9472|8929
79.8|8257|7708
63.97|5344|4851
86.7|7894|7352
134.9|9788|9444
272.9|17606|17064
130.62|9787|10123
105.2|9396|8856
264.24|10642|10296
149.97|8519|7981
187.93|10885|10484
85.51|8939|8397
276.69|16835|16890
231.21|18046|18100
257.04|16139|16193
232.27|17299|17355
238.78|17433|17485
186.21|16881|16934
337.29|17065|17117
222.84|13787|14118
105.68|8233|7712
169.82|13580|13910
207.97|14512|14842
320.63|21084|21413
104.23|9999|9916
240.99|16443|16362
178.65|15448|15631
119.67|5492|4998
189.67|14376|14646
224.91|14046|14315
277.97|15134|15403
422.67|27857|28127
253.51|14456|14725
269.15|14832|15101
219.79|14615|14883
366.44|22043|22310
169.82|14957|14870
292.42|17952|18219
119.12|6956|6400
157.04|10850|10448
101.86|10695|10293
203.24|11374|10972
141.25|11098|10696
166.72|10016|9613
166.72|10239|10524
138.68|11798|11416
145.88|7352|6798
100.46|6595|6039
166.72|10896|11172
133.05|8730|8814
115.35|10211|10486
174.58|14837|14801
118.58|10798|10314
121.9|5735|5850
147.91|9126|8983
132.43|8011|7869
213.8|17967|17818
106.66|9570|9424
128.82|11092|11000
128.23|10543|10450
127.64|10233|10138
90.36|4015|3746
127.64|9774|9679
78.7|3549|3513
128.23|10391|10298
164.44|15508|15206
164.44|15556|15254
164.44|15264|14957
163.68|14406|14099
130.62|10421|10159
130.62|10666|10405
100.93|8346|8027
100.93|8066|7747
101.39|9098|8782
150.66|9696|9847
187.93|13447|13267
187.93|13966|13783
187.93|13939|13756
120.23|10801|10815
123.59|8996|8745
123.03|8465|8215
89.54|7995|7703
187.07|17018|16783
145.21|11441|11205
145.88|12041|11805
145.88|11891|11653
168.27|9239|9237
140.6|10828|10824
103.28|5784|6156
204.17|10925|10581
284.45|16398|16010
95.06|7169|7452
179.47|11919|12305
187.93|12745|13137
147.23|9316|9704
103.75|9175|9565
452.9|27871|28349
313.33|20416|20893
188.8|14799|15224
154.17|14896|15320
166.72|14952|15373
235.5|15708|16127
204.17|15844|16262
62.81|5155|5525
356.45|21035|21085
248.89|13752|13889
212.81|13405|13541
108.64|6223|6045
136.14|11620|11067
306.2|23124|22572
446.68|21449|20900
176.2|11465|10916
168.27|11952|11403
181.97|13345|12798
180.3|13152|12609
194.09|12527|11982
75.86|5430|4908
164.44|10920|10400
187.07|13068|12550
233.35|15405|15092
1.91|44|-122
0.03|175|27
9.59|201|613
3.37|220|-180
4.79|308|22
3.68|92|118
2.6|255|560
0.8|-78|-574
2.57|79|-445
0.81|-156|-693
3.85|-174|259
3.84|-164|246
82.04|5027|4491
134.28|13824|13385
135.52|11712|11312
125.31|9610|9352
169.04|10786|10888
111.69|9384|9515
238.78|16602|16743
154.88|12581|12718
99.54|8990|9141
97.27|7160|7313
134.9|11831|11995
244.34|15685|15839
134.9|12208|12365
113.24|9325|9378
174.58|11560|11892
181.97|15588|15762
165.96|15998|16132
145.21|10962|11101
127.06|9134|9038
141.91|11703|11693
203.24|11220|11219
169.82|15316|15229
164.44|9943|9856
169.82|14963|14877
239.88|15729|15651
116.95|8989|8839
188.8|14863|14680
118.03|10209|10038
161.44|11487|10933
162.18|12217|11665
169.04|12600|12056
173.78|10291|10135
187.93|12877|13360
119.67|11500|11904
188.8|11008|11408
153.46|7954|7806
133.66|9341|9193
131.83|8909|8767
145.88|10021|9692
49.89|4821|4351
119.67|8276|8131
291.07|18197|17757
5.73|362|755
0.78|-21|-420
4.25|17|-298
76.91|6733|7087
0.74|-209|-645
3.72|-16|-35
3.7|113|82
88.72|7302|7074
217.77|13287|13065
276.69|13549|13330
127.64|9344|9899
140.6|10393|10801
123.59|9675|10139
130.62|9222|9611
125.89|9528|9679
76.56|5788|6160
87.9|5217|4948
130.02|10199|10475
101.39|5717|5971
92.04|5893|6265
340.41|22959|22570
11.91|556|660
231.21|17509|16993
92.9|7934|7568
297.85|20206|20700
118.58|6123|5742
52.97|4128|4539
177.83|13044|12620
354.81|26256|26259
115.88|7964|7598
187.07|9883|9550
222.84|13490|13267
140.6|11574|11603
63.68|3435|3995
326.59|20257|20509
366.44|25155|25459
252.35|15256|14711
250.03|16882|16375
3.47|213|529
112.2|6565|6149
247.74|18154|17661
9.38|429|972
61.38|5400|5241
179.47|15188|15581
158.49|15580|15182
107.65|9659|9484
244.34|21642|22069
198.61|16094|16456
146.55|9334|8838
109.14|8121|7612
82.04|5381|5006
183.65|11190|10965
176.2|11877|11334
250.03|17147|16783
289.73|21145|20638
0.73|198|-276
5.65|430|835
3.66|-169|226
3.7|-26|-51
3.91|87|37
0.6|-18|-482
0.41|-66|346
1.21|-118|-617
0.82|193|-313
0.74|199|-317
0.67|21|-424
0.79|-313|-793
0.74|-283|-767
0.93|-346|-827
0.81|-10|-489
0.63|-151|-599
0.48|-198|-668
3.02|118|71
3.65|122|66
3.84|115|79
3.45|120|74
4.27|-72|-100
3.61|108|95
3.84|115|87
3.84|15|-26
3.7|123|81
3.4|119|68
3.47|123|66
4.07|116|86
0.76|164|-264
0.69|182|-248
0.79|204|-269
0.76|207|-267
0.95|199|-272
0.83|-146|-657
0.87|16|-417
7.73|231|561
142.56|10389|9845
169.82|11829|12363
98.63|6188|5654
141.91|10568|10228
269.15|19450|19854
61.38|3974|3576
151.36|11900|11624
